"","apply(Filter_perClass, 1, mean)"
"V1153",0.59300853587963
"V1154",0.596589265046296
"V1155",0.589265046296296
"V1156",0.560763888888889
"V1157",0.570095486111111
"V1158",0.59300853587963
"V1159",0.59300853587963
"V1160",0.60814525462963
"V1161",0.614945023148148
"V1162",0.572193287037037
"V1163",0.61693431712963
"V1164",0.59497974537037
"V1165",0.571216724537037
"V1166",0.575520833333333
"V1167",0.57886646412037
"V1168",0.60546875
"V1169",0.592013888888889
"V1170",0.571469907407407
"V1171",0.58984375
"V1172",0.591869212962963
"V1173",0.585358796296296
"V1174",0.582899305555555
"V1175",0.587239583333333
"V1176",0.583116319444444
"V1177",0.569733796296296
"V1178",0.564019097222222
"V1179",0.57298900462963
"V1180",0.552372685185185
"V1181",0.560763888888889
"V1182",0.571325231481482
"V1183",0.563368055555556
"V1184",0.573061342592593
"V1185",0.559118200231482
"V1186",0.563512731481482
"V1187",0.571759259259259
"V1188",0.560619212962963
"V1189",0.579282407407407
"V1190",0.576388888888889
"V1191",0.594328703703704
"V1192",0.617766203703704
"V1193",0.58814380787037
"V1194",0.585286458333333
"V1195",0.531792534722222
"V1196",0.573748553240741
"V1197",0.581163194444444
"V1198",0.572880497685185
"V1199",0.572880497685185
"V1200",0.569733796296296
"V1201",0.570384837962963
"V1202",0.560528790509259
"V1203",0.546549479166667
"V1204",0.560528790509259
"V1205",0.585141782407407
"V1206",0.571831597222222
"V1207",0.599211516203704
"V1208",0.571831597222222
"V1209",0.556712962962963
"V1210",0.573893229166667
"V1211",0.594111689814815
"V1212",0.577709056712963
"V1213",0.575014467592593
"V1214",0.575014467592593
"V1215",0.56861255787037
"V1216",0.582356770833333
"V1217",0.552119502314815
"V1218",0.521683304398148
"V1219",0.530418113425926
"V1220",0.521683304398148
"V1221",0.507902922453704
"V1222",0.531394675925926
"V1223",0.518952546296296
"V1224",0.529116030092593
"V1225",0.522424768518518
"V1226",0.524594907407407
"V1227",0.533980758101852
"V1228",0.541377314814815
"V1229",0.5322265625
"V1230",0.538194444444444
"V1231",0.525716145833333
"V1232",0.536060474537037
"V1233",0.537868923611111
"V1234",0.559841579861111
"V1235",0.552354600694444
"V1236",0.544542100694444
"V1237",0.558159722222222
"V1238",0.556315104166667
"V1239",0.547309027777778
"V1240",0.521846064814815
"V1241",0.503472222222222
"V1242",0.520923755787037
"V1243",0.521502459490741
"V1244",0.581597222222222
"V1245",0.568919994212963
"V1246",0.547164351851852
"V1247",0.541702835648148
"V1248",0.525390625
"V1249",0.53978587962963
"V1250",0.532913773148148
"V1251",0.557183159722222
"V1252",0.570258246527778
"V1253",0.548068576388889
"V1254",0.519965277777778
"V1255",0.544108072916667
"V1256",0.544108072916667
"V1257",0.532642505787037
"V1258",0.518536603009259
"V1259",0.53247974537037
"V1260",0.524450231481482
"V1261",0.523726851851852
"V1262",0.534541377314815
"V1263",0.513997395833333
"V1264",0.533709490740741
"V1265",0.503327546296296
"V1266",0.526819299768518
"V1267",0.52220775462963
"V1268",0.523582175925926
"V1269",0.588469328703704
"V1270",0.579282407407407
"V1271",0.606264467592593
"V1272",0.580023871527778
"V1273",0.607566550925926
"V1274",0.628255208333333
"V1275",0.614728009259259
"V1276",0.631293402777778
"V1277",0.604709201388889
"V1278",0.601092303240741
"V1279",0.57837818287037
"V1280",0.546838831018518
"V1281",0.552083333333333
"V1282",0.540653935185185
"V1283",0.572916666666667
"V1284",0.556640625
"V1285",0.556929976851852
"V1286",0.535047743055556
"V1287",0.53931568287037
"V1288",0.535083912037037
"V1289",0.611111111111111
"V1290",0.625
"V1291",0.598813657407407
"V1292",0.577690972222222
"V1293",0.587673611111111
"V1294",0.605902777777778
"V1295",0.635271990740741
"V1296",0.608796296296296
"V1297",0.598668981481482
"V1298",0.565538194444444
"V1299",0.577166521990741
"V1300",0.599103009259259
"V1301",0.616753472222222
"V1302",0.625
"V1303",0.64771412037037
"V1304",0.633969907407407
"V1305",0.609085648148148
"V1306",0.631510416666667
"V1307",0.662037037037037
"V1308",0.614293981481482
"V1309",0.604600694444444
"V1310",0.605324074074074
"V1311",0.613859953703704
"V1312",0.613859953703704
"V1313",0.61328125
"V1314",0.604600694444444
"V1315",0.609085648148148
"V1316",0.614149305555555
"V1317",0.608796296296296
"V1318",0.598813657407407
"V1319",0.594328703703704
"V1320",0.563368055555556
"V1321",0.544560185185185
"V1322",0.570891203703704
"V1323",0.596354166666667
"V1324",0.588831018518518
"V1325",0.583043981481482
"V1326",0.567708333333333
"V1327",0.593605324074074
"V1328",0.576931423611111
"V1329",0.565700954861111
"V1330",0.577220775462963
"V1331",0.580873842592593
"V1332",0.583062065972222
"V1333",0.543240017361111
"V1334",0.546368634259259
"V1335",0.561053240740741
"V1336",0.57837818287037
"V1337",0.541485821759259
"V1338",0.557002314814815
"V1339",0.584635416666667
"V1340",0.568576388888889
"V1341",0.561595775462963
"V1342",0.581741898148148
"V1343",0.584635416666667
"V1344",0.531647858796296
"V1345",0.535264756944444
"V1346",0.5390625
"V1347",0.528790509259259
"V1348",0.512586805555556
"V1349",0.516022858796296
"V1350",0.521195023148148
"V1351",0.50462962962963
"V1352",0.538158275462963
"V1353",0.531955295138889
"V1354",0.520417390046296
"V1355",0.527705439814815
"V1356",0.537145543981482
"V1357",0.538519965277778
"V1358",0.527922453703704
"V1359",0.527922453703704
"V1360",0.531358506944444
"V1361",0.537959346064815
"V1362",0.539116753472222
"V1363",0.539116753472222
"V1364",0.525173611111111
"V1365",0.525173611111111
"V1366",0.549479166666667
"V1367",0.537326388888889
"V1368",0.537326388888889
"V1369",0.513346354166667
"V1370",0.511284722222222
"V1371",0.537037037037037
"V1372",0.5791015625
"V1373",0.576171875
"V1374",0.547996238425926
"V1375",0.542679398148148
"V1376",0.52757884837963
"V1377",0.515281394675926
"V1378",0.53125
"V1379",0.517415364583333
"V1380",0.510127314814815
"V1381",0.506655092592593
"V1382",0.51171875
"V1383",0.505931712962963
"V1384",0.520164207175926
"V1385",0.532552083333333
"V1386",0.543981481481482
"V1387",0.528645833333333
"V1388",0.539930555555555
"V1389",0.545138888888889
"V1390",0.538773148148148
"V1391",0.528356481481482
"V1392",0.518916377314815
"V1393",0.526728877314815
"V1394",0.526403356481482
"V1395",0.559642650462963
"V1396",0.561487268518518
"V1397",0.554976851851852
"V1398",0.554976851851852
"V1399",0.548611111111111
"V1400",0.529007523148148
"V1401",0.528754340277778
"V1402",0.532407407407407
"V1403",0.551902488425926
"V1404",0.538266782407407
"V1405",0.592447916666667
"V1406",0.579282407407407
"V1407",0.583043981481482
"V1408",0.596064814814815
"V1409",0.613425925925926
"V1410",0.556712962962963
"V1411",0.608506944444444
"V1412",0.569444444444444
"V1413",0.599826388888889
"V1414",0.529730902777778
"V1415",0.625868055555556
"V1416",0.620804398148148
"V1417",0.598234953703704
"V1418",0.602575231481482
"V1419",0.594310619212963
"V1420",0.605902777777778
"V1421",0.605324074074074
"V1422",0.614655671296296
"V1423",0.612123842592593
"V1424",0.599066840277778
"V1425",0.629267939814815
"V1426",0.625361689814815
"V1427",0.575086805555556
"V1428",0.577112268518518
"V1429",0.541702835648148
"V1430",0.567997685185185
"V1431",0.5703125
"V1432",0.550347222222222
"V1433",0.546006944444444
"V1434",0.5625
"V1435",0.564055266203704
"V1436",0.558087384259259
"V1437",0.550166377314815
"V1438",0.548412181712963
"V1439",0.551124855324074
"V1440",0.528645833333333
"V1441",0.527633101851852
"V1442",0.527633101851852
"V1443",0.505551938657407
"V1444",0.544722945601852
"V1445",0.536422164351852
"V1446",0.535264756944444
"V1447",0.547309027777778
"V1448",0.555772569444444
"V1449",0.570782696759259
"V1450",0.565067997685185
"V1451",0.571759259259259
"V1452",0.547706886574074
"V1453",0.553674768518518
"V1454",0.546006944444444
"V1455",0.565755208333333
"V1456",0.585630063657407
"V1457",0.560727719907407
"V1458",0.560709635416667
"V1459",0.51537181712963
"V1460",0.56712962962963
"V1461",0.594907407407407
"V1462",0.549334490740741
"V1463",0.562210648148148
"V1464",0.551793981481482
"V1465",0.576099537037037
"V1466",0.576099537037037
"V1467",0.584780092592593
"V1468",0.545862268518518
"V1469",0.554253472222222
"V1470",0.546006944444444
"V1471",0.549045138888889
"V1472",0.56958912037037
"V1473",0.581018518518518
"V1474",0.589554398148148
"V1475",0.584924768518518
"V1476",0.597077546296296
"V1477",0.593171296296296
"V1478",0.599392361111111
"V1479",0.599392361111111
"V1480",0.604890046296296
"V1481",0.612991898148148
"V1482",0.613859953703704
"V1483",0.612413194444444
"V1484",0.571614583333333
"V1485",0.571614583333333
"V1486",0.595920138888889
"V1487",0.603153935185185
"V1488",0.579137731481482
"V1489",0.570167824074074
"V1490",0.564471209490741
"V1491",0.553530092592593
"V1492",0.538917824074074
"V1493",0.550708912037037
"V1494",0.527018229166667
"V1495",0.548972800925926
"V1496",0.533383969907407
"V1497",0.555627893518518
"V1498",0.555627893518518
"V1499",0.555627893518518
"V1500",0.545500578703704
"V1501",0.548972800925926
"V1502",0.534866898148148
"V1503",0.531521267361111
"V1504",0.539460358796296
"V1505",0.525101273148148
"V1506",0.52416087962963
"V1507",0.519929108796296
"V1508",0.501736111111111
"V1509",0.505208333333333
"V1510",0.513888888888889
"V1511",0.527054398148148
"V1512",0.54712818287037
"V1513",0.532081886574074
"V1514",0.58275462962963
"V1515",0.59009693287037
"V1516",0.59009693287037
"V1517",0.574544270833333
"V1518",0.551215277777778
"V1519",0.543836805555556
"V1520",0.574598524305556
"V1521",0.552119502314815
"V1522",0.556170428240741
"V1523",0.565339265046296
"V1524",0.589192708333333
"V1525",0.584635416666667
"V1526",0.561414930555556
"V1527",0.558232060185185
"V1528",0.552083333333333
"V1529",0.520833333333333
"V1530",0.543981481481482
"V1531",0.526475694444444
"V1532",0.515715422453704
"V1533",0.521701388888889
"V1534",0.548611111111111
"V1535",0.543258101851852
"V1536",0.552228009259259
"V1537",0.536223234953704
"V1538",0.523148148148148
"V1539",0.526475694444444
"V1540",0.513364438657407
"V1541",0.524594907407407
"V1542",0.56908275462963
"V1543",0.556278935185185
"V1544",0.546947337962963
"V1545",0.549479166666667
"V1546",0.561993634259259
"V1547",0.565755208333333
"V1548",0.558575665509259
"V1549",0.544921875
"V1550",0.56177662037037
"V1551",0.578703703703704
"V1552",0.606589988425926
"V1553",0.600133825231482
"V1554",0.596082899305556
"V1555",0.621455439814815
"V1556",0.602828414351852
"V1557",0.605504918981482
"V1558",0.625614872685185
"V1559",0.631980613425926
"V1560",0.655707465277778
"V1561",0.630208333333333
"V1562",0.642216435185185
"V1563",0.651909722222222
"V1564",0.690972222222222
"V1565",0.657552083333333
"V1566",0.65943287037037
"V1567",0.667534722222222
"V1568",0.678385416666667
"V1569",0.646556712962963
"V1570",0.676215277777778
"V1571",0.639178240740741
"V1572",0.635850694444444
"V1573",0.655815972222222
"V1574",0.649739583333333
"V1575",0.602430555555556
"V1576",0.614583333333333
"V1577",0.631365740740741
"V1578",0.610966435185185
"V1579",0.618055555555556
"V1580",0.630931712962963
"V1581",0.638346354166667
"V1582",0.65552662037037
"V1583",0.65552662037037
"V1584",0.623119212962963
"V1585",0.63990162037037
"V1586",0.604890046296296
"V1587",0.623987268518518
"V1588",0.610387731481482
"V1589",0.6171875
"V1590",0.6171875
"V1591",0.6171875
"V1592",0.6171875
"V1593",0.558449074074074
"V1594",0.570836950231482
"V1595",0.550202546296296
"V1596",0.575557002314815
"V1597",0.576822916666667
"V1598",0.560040509259259
"V1599",0.581886574074074
"V1600",0.573278356481482
"V1601",0.595269097222222
"V1602",0.574508101851852
"V1603",0.544704861111111
"V1604",0.57250072337963
"V1605",0.518844039351852
"V1606",0.581090856481482
"V1607",0.556532118055556
"V1608",0.581090856481482
"V1609",0.548828125
"V1610",0.590964988425926
"V1611",0.593967013888889
"V1612",0.567346643518518
"V1613",0.556749131944444
"V1614",0.551396122685185
"V1615",0.570927372685185
"V1616",0.548032407407407
"V1617",0.507523148148148
"V1618",0.530815972222222
"V1619",0.529369212962963
"V1620",0.52271412037037
"V1621",0.528682002314815
"V1622",0.522135416666667
"V1623",0.516059027777778
"V1624",0.509114583333333
"V1625",0.523148148148148
"V1626",0.555356626157407
"V1627",0.535988136574074
"V1628",0.523781105324074
"V1629",0.509548611111111
"V1630",0.567057291666667
"V1631",0.555700231481482
"V1632",0.581018518518518
"V1633",0.594401041666667
"V1634",0.59765625
"V1635",0.595486111111111
"V1636",0.609664351851852
"V1637",0.6171875
"V1638",0.61400462962963
"V1639",0.616898148148148
"V1640",0.639322916666667
"V1641",0.664605034722222
"V1642",0.668511284722222
"V1643",0.693142361111111
"V1644",0.693142361111111
"V1645",0.669415509259259
"V1646",0.676233362268518
"V1647",0.699580439814815
"V1648",0.665834780092593
"V1649",0.658474392361111
"V1650",0.670138888888889
"V1651",0.680284288194445
"V1652",0.689055266203704
"V1653",0.686017071759259
"V1654",0.66455078125
"V1655",0.698676215277778
"V1656",0.70677806712963
"V1657",0.73583984375
"V1658",0.705421730324074
"V1659",0.689633969907407
"V1660",0.690791377314815
"V1661",0.69847728587963
"V1662",0.680881076388889
"V1663",0.697663483796296
"V1664",0.699652777777778
"V1665",0.704644097222222
"V1666",0.700213396990741
"V1667",0.684009693287037
"V1668",0.716435185185185
"V1669",0.715295862268518
"V1670",0.712420428240741
"V1671",0.711082175925926
"V1672",0.708224826388889
"V1673",0.733416521990741
"V1674",0.713595920138889
"V1675",0.708984375
"V1676",0.69703052662037
"V1677",0.69310619212963
"V1678",0.70873119212963
"V1679",0.72144458912037
"V1680",0.720902054398148
"V1681",0.678692853009259
"V1682",0.689959490740741
"V1683",0.657443576388889
"V1684",0.693938078703704
"V1685",0.685149016203704
"V1686",0.678403501157407
"V1687",0.668655960648148
"V1688",0.695782696759259
"V1689",0.665852864583333
"V1690",0.626808449074074
"V1691",0.653772424768518
"V1692",0.644513165509259
"V1693",0.636990017361111
"V1694",0.652036313657407
"V1695",0.629195601851852
"V1696",0.574688946759259
"V1697",0.593894675925926
"V1698",0.564453125
"V1699",0.582465277777778
"V1700",0.594545717592593
"V1701",0.603334780092593
"V1702",0.580150462962963
"V1703",0.596064814814815
"V1704",0.579951533564815
"V1705",0.566840277777778
"V1706",0.569733796296296
"V1707",0.57349537037037
"V1708",0.550672743055556
"V1709",0.561143663194444
"V1710",0.556658709490741
"V1711",0.537977430555556
"V1712",0.533998842592593
"V1713",0.539731626157407
"V1714",0.539388020833333
"V1715",0.520037615740741
"V1716",0.512152777777778
"V1717",0.512152777777778
"V1718",0.513888888888889
"V1719",0.531919126157407
"V1720",0.532696759259259
"V1721",0.528175636574074
"V1722",0.54224537037037
"V1723",0.532552083333333
"V1724",0.585358796296296
"V1725",0.573929398148148
"V1726",0.576497395833333
"V1727",0.58521412037037
"V1728",0.575086805555556
"V1729",0.569118923611111
"V1730",0.599175347222222
"V1731",0.640661168981482
"V1732",0.610966435185185
"V1733",0.615849247685185
"V1734",0.614728009259259
"V1735",0.619249131944444
"V1736",0.609809027777778
"V1737",0.601001880787037
"V1738",0.601001880787037
"V1739",0.601001880787037
"V1740",0.593135127314815
"V1741",0.61206958912037
"V1742",0.570023148148148
"V1743",0.598198784722222
"V1744",0.587854456018518
"V1745",0.621853298611111
"V1746",0.60009765625
"V1747",0.582881221064815
"V1748",0.568413628472222
"V1749",0.627712673611111
"V1750",0.582175925925926
"V1751",0.573784722222222
"V1752",0.557761863425926
"V1753",0.578993055555556
"V1754",0.575665509259259
"V1755",0.596209490740741
"V1756",0.558159722222222
"V1757",0.538049768518518
"V1758",0.541811342592593
"V1759",0.549045138888889
"V1760",0.549045138888889
"V1761",0.537760416666667
"V1762",0.516203703703704
"V1763",0.531105324074074
"V1764",0.509548611111111
"V1765",0.53978587962963
"V1766",0.552951388888889
"V1767",0.544849537037037
"V1768",0.538917824074074
"V1769",0.552390769675926
"V1770",0.561433015046296
"V1771",0.529242621527778
"V1772",0.555121527777778
"V1773",0.540943287037037
"V1774",0.561921296296296
"V1775",0.56958912037037
"V1776",0.53587962962963
"V1777",0.518825954861111
"V1778",0.536313657407407
"V1779",0.509259259259259
"V1780",0.502459490740741
"V1781",0.533854166666667
"V1782",0.511935763888889
"V1783",0.502748842592593
"V1784",0.509259259259259
"V1785",0.533564814814815
"V1786",0.559787326388889
"V1787",0.55150462962963
"V1788",0.564091435185185
"V1789",0.613136574074074
"V1790",0.606770833333333
"V1791",0.54029224537037
"V1792",0.552372685185185
"V1793",0.534143518518518
"V1794",0.511284722222222
"V1795",0.547092013888889
"V1796",0.533564814814815
"V1797",0.52611400462963
"V1798",0.51146556712963
"V1799",0.514359085648148
"V1800",0.534143518518518
"V1801",0.53783275462963
"V1802",0.562680844907407
"V1803",0.567563657407407
"V1804",0.55396412037037
"V1805",0.564236111111111
"V1806",0.576605902777778
"V1807",0.576605902777778
"V1808",0.564887152777778
"V1809",0.555718315972222
"V1810",0.574200665509259
"V1811",0.586371527777778
"V1812",0.596498842592593
"V1813",0.601273148148148
"V1814",0.593171296296296
"V1815",0.602249710648148
"V1816",0.594147858796296
"V1817",0.620623553240741
"V1818",0.612720630787037
"V1819",0.599609375
"V1820",0.587330005787037
"V1821",0.587330005787037
"V1822",0.594563802083333
"V1823",0.5830078125
"V1824",0.57421875
"V1825",0.534577546296296
"V1826",0.562084056712963
"V1827",0.601996527777778
"V1828",0.599971064814815
"V1829",0.59056712962963
"V1830",0.571180555555556
"V1831",0.571469907407407
"V1832",0.563368055555556
"V1833",0.581235532407407
"V1834",0.595992476851852
"V1835",0.5830078125
"V1836",0.5830078125
"V1837",0.603117766203704
"V1838",0.619466145833333
"V1839",0.605450665509259
"V1840",0.608054832175926
"V1841",0.560908564814815
"V1842",0.580222800925926
"V1843",0.557508680555556
"V1844",0.570023148148148
"V1845",0.601056134259259
"V1846",0.571686921296296
"V1847",0.562934027777778
"V1848",0.587094907407407
"V1849",0.548900462962963
"V1850",0.590060763888889
"V1851",0.587999131944444
"V1852",0.590603298611111
"V1853",0.581090856481482
"V1854",0.59595630787037
"V1855",0.578342013888889
"V1856",0.582103587962963
"V1857",0.588035300925926
"V1858",0.569733796296296
"V1859",0.572627314814815
"V1860",0.5751953125
"V1861",0.586516203703704
"V1862",0.589265046296296
"V1863",0.596209490740741
"V1864",0.602466724537037
"V1865",0.589265046296296
"V1866",0.618959780092593
"V1867",0.594762731481482
"V1868",0.565610532407407
"V1869",0.602864583333333
"V1870",0.586588541666667
"V1871",0.591001157407407
"V1872",0.597873263888889
"V1873",0.578414351851852
"V1874",0.591977719907407
"V1875",0.553493923611111
"V1876",0.548213252314815
"V1877",0.558015046296296
"V1878",0.604166666666667
"V1879",0.631148726851852
"V1880",0.615089699074074
"V1881",0.577039930555555
"V1882",0.648256655092593
"V1883",0.617838541666667
"V1884",0.604817708333333
"V1885",0.592556423611111
"V1886",0.59642650462963
"V1887",0.559642650462963
"V1888",0.567201967592593
"V1889",0.62962962962963
"V1890",0.611111111111111
"V1891",0.62037037037037
"V1892",0.638888888888889
"V1893",0.568431712962963
"V1894",0.627170138888889
"V1895",0.621527777777778
"V1896",0.66087962962963
"V1897",0.643229166666667
"V1898",0.649992766203704
"V1899",0.62962962962963
"V1900",0.661494502314815
"V1901",0.667896412037037
"V1902",0.648075810185185
"V1903",0.673394097222222
"V1904",0.656358506944445
"V1905",0.640679253472222
"V1906",0.645724826388889
"V1907",0.675871672453704
"V1908",0.675871672453704
"V1909",0.662181712962963
"V1910",0.67115162037037
"V1911",0.686921296296296
"V1912",0.643771701388889
"V1913",0.62109375
"V1914",0.639033564814815
"V1915",0.618598090277778
"V1916",0.566478587962963
"V1917",0.582826967592593
"V1918",0.589699074074074
"V1919",0.59302662037037
"V1920",0.593315972222222
"V1921",0.568865740740741
"V1922",0.588107638888889
"V1923",0.564236111111111
"V1924",0.552083333333333
"V1925",0.557400173611111
"V1926",0.545138888888889
"V1927",0.54663990162037
"V1928",0.568287037037037
"V1929",0.554976851851852
"V1930",0.528772424768518
"V1931",0.51294849537037
"V1932",0.544704861111111
"V1933",0.52806712962963
"V1934",0.519097222222222
"V1935",0.513310185185185
"V1936",0.540201822916667
"V1937",0.519097222222222
"V1938",0.508680555555556
"V1939",0.504701967592593
"V1940",0.5234375
"V1941",0.509837962962963
"V1942",0.520435474537037
"V1943",0.519386574074074
"V1944",0.520833333333333
"V1945",0.500940393518518
"V1946",0.513943142361111
"V1947",0.514612268518518
"V1948",0.52759693287037
"V1949",0.619791666666667
"V1950",0.653645833333333
"V1951",0.638020833333333
"V1952",0.6640625
"V1953",0.671440972222222
"V1954",0.645978009259259
"V1955",0.625578703703704
"V1956",0.622395833333333
"V1957",0.563747829861111
"V1958",0.614583333333333
"V1959",0.635561342592593
"V1960",0.648726851851852
"V1961",0.648726851851852
"V1962",0.6328125
"V1963",0.635271990740741
"V1964",0.613570601851852
"V1965",0.6328125
"V1966",0.615017361111111
"V1967",0.6484375
"V1968",0.635561342592593
"V1969",0.622251157407407
"V1970",0.630642361111111
"V1971",0.635271990740741
"V1972",0.670138888888889
"V1973",0.680555555555555
"V1974",0.689814814814815
"V1975",0.618923611111111
"V1976",0.576099537037037
"V1977",0.570167824074074
"V1978",0.582320601851852
"V1979",0.573784722222222
"V1980",0.579716435185185
"V1981",0.582175925925926
"V1982",0.5703125
"V1983",0.553530092592593
"V1984",0.58912037037037
"V1985",0.543113425925926
"V1986",0.575086805555556
"V1987",0.552951388888889
"V1988",0.541666666666667
"V1989",0.559407552083333
"V1990",0.57568359375
"V1991",0.56787109375
"V1992",0.592755353009259
"V1993",0.598054108796296
"V1994",0.609031394675926
"V1995",0.637586805555556
"V1996",0.609917534722222
"V1997",0.617621527777778
"V1998",0.618923611111111
"V1999",0.614583333333333
"V2000",0.594256365740741
"V2001",0.574652777777778
"V2002",0.573206018518518
"V2003",0.571759259259259
"V2004",0.546730324074074
"V2005",0.60474537037037
"V2006",0.519495081018518
"V2007",0.57103587962963
"V2008",0.593171296296296
"V2009",0.620225694444444
"V2010",0.642361111111111
"V2011",0.633680555555556
"V2012",0.634548611111111
"V2013",0.643518518518518
"V2014",0.6201171875
"V2015",0.649305555555556
"V2016",0.64794921875
"V2017",0.65673828125
"V2018",0.68115234375
"V2019",0.654513888888889
"V2020",0.681134259259259
"V2021",0.672164351851852
"V2022",0.677083333333333
"V2023",0.675238715277778
"V2024",0.69212962962963
"V2025",0.69068287037037
"V2026",0.657877604166667
"V2027",0.696361400462963
"V2028",0.69091796875
"V2029",0.65306712962963
"V2030",0.65306712962963
"V2031",0.642650462962963
"V2032",0.645109953703704
"V2033",0.66455078125
"V2034",0.649992766203704
"V2035",0.688060619212963
"V2036",0.67724609375
"V2037",0.68212890625
"V2038",0.643663194444444
"V2039",0.679958767361111
"V2040",0.692581741898148
"V2041",0.693359375
"V2042",0.67163990162037
"V2043",0.664605034722222
"V2044",0.66724537037037
"V2045",0.667136863425926
"V2046",0.650824652777778
"V2047",0.628978587962963
"V2048",0.657081886574074
"V2049",0.673249421296296
"V2050",0.673502604166667
"V2051",0.66283275462963
"V2052",0.673249421296296
"V2053",0.65990306712963
"V2054",0.63548900462963
"V2055",0.67455150462963
"V2056",0.692527488425926
"V2057",0.725911458333333
"V2058",0.67455150462963
"V2059",0.682707609953704
"V2060",0.679181134259259
"V2061",0.528645833333333
"V2062",0.559895833333333
"V2063",0.560763888888889
"V2064",0.690899884259259
"V2065",0.693865740740741
"V2066",0.696469907407407
"V2067",0.535083912037037
"V2068",0.626157407407407
"V2069",0.680266203703704
"V2070",0.66724537037037
"V2071",0.682291666666667
"V2072",0.647786458333333
"V2073",0.638744212962963
"V2074",0.643156828703704
"V2075",0.672815393518518
"V2076",0.672815393518518
"V2077",0.680881076388889
"V2078",0.659469039351852
"V2079",0.680881076388889
"V2080",0.678602430555556
"V2081",0.639250578703704
"V2082",0.663773148148148
"V2083",0.627097800925926
"V2084",0.626989293981482
"V2085",0.620912905092593
"V2086",0.615270543981482
"V2087",0.595666956018518
"V2088",0.587275752314815
"V2089",0.594364872685185
"V2090",0.620804398148148
"V2091",0.606372974537037
"V2092",0.610713252314815
"V2093",0.610713252314815
"V2094",0.602900752314815
"V2095",0.585503472222222
"V2096",0.594762731481482
"V2097",0.596571180555556
"V2098",0.61158130787037
"V2099",0.625
"V2100",0.61988208912037
"V2101",0.605740017361111
"V2102",0.573676215277778
"V2103",0.558521412037037
"V2104",0.57421875
"V2105",0.63671875
"V2106",0.619791666666667
"V2107",0.616536458333333
"V2108",0.628978587962963
"V2109",0.635814525462963
"V2110",0.649124710648148
"V2111",0.648980034722222
"V2112",0.648654513888889
"V2113",0.659071180555556
"V2114",0.665581597222222
"V2115",0.642144097222222
"V2116",0.641239872685185
"V2117",0.652922453703704
"V2118",0.64576099537037
"V2119",0.645399305555556
"V2120",0.662651909722222
"V2121",0.648763020833333
"V2122",0.653247974537037
"V2123",0.646412037037037
"V2124",0.666919849537037
"V2125",0.666919849537037
"V2126",0.66040943287037
"V2127",0.660734953703704
"V2128",0.62890625
"V2129",0.628327546296296
"V2130",0.628327546296296
"V2131",0.603913483796296
"V2132",0.651692708333333
"V2133",0.595196759259259
"V2134",0.607494212962963
"V2135",0.593569155092593
"V2136",0.593731915509259
"V2137",0.559461805555555
"V2138",0.572916666666667
"V2139",0.560185185185185
"V2140",0.529513888888889
"V2141",0.549840856481482
"V2142",0.531684027777778
"V2143",0.533239293981482
"V2144",0.527633101851852
"V2145",0.564814814814815
"V2146",0.538194444444445
"V2147",0.579752604166667
"V2148",0.57201244212963
"V2149",0.58763744212963
"V2150",0.571180555555556
"V2151",0.572337962962963
"V2152",0.60326244212963
"V2153",0.585828993055556
"V2154",0.583043981481482
"V2155",0.533709490740741
"V2156",0.548032407407407
"V2157",0.539388020833333
"V2158",0.538049768518518
"V2159",0.568865740740741
"V2160",0.59375
"V2161",0.570601851851852
"V2162",0.564959490740741
"V2163",0.583333333333333
"V2164",0.560474537037037
"V2165",0.559751157407407
"V2166",0.546549479166667
"V2167",0.544849537037037
"V2168",0.536711516203704
"V2169",0.522316261574074
"V2170",0.536422164351852
"V2171",0.546115451388889
"V2172",0.548466435185185
"V2173",0.550998263888889
"V2174",0.561631944444444
"V2175",0.540364583333333
"V2176",0.537615740740741
"V2177",0.550419560185185
"V2178",0.546350549768518
"V2179",0.57689525462963
"V2180",0.58666087962963
"V2181",0.58666087962963
"V2182",0.59252025462963
"V2183",0.616536458333333
"V2184",0.631727430555556
"V2185",1
"V2186",0.599175347222222
"V2187",0.561957465277778
"V2188",0.559027777777778
"V2189",0.587384259259259
"V2190",0.585648148148148
"V2191",0.58275462962963
"V2192",0.58275462962963
"V2193",0.580439814814815
"V2194",0.60523365162037
"V2195",0.593225549768518
"V2196",0.620732060185185
"V2197",0.634006076388889
"V2198",0.606336805555556
"V2199",0.655164930555556
"V2200",0.612196180555556
"V2201",0.627821180555556
"V2202",0.59740306712963
"V2203",0.66966869212963
"V2204",0.66966869212963
"V2205",0.68798828125
"V2206",0.71533203125
"V2207",0.755063657407407
"V2208",0.755063657407407
"V2209",0.720811631944444
"V2210",0.732096354166667
"V2211",0.767180266203704
"V2212",0.748517071759259
"V2213",0.738661024305556
"V2214",0.786241319444444
"V2215",0.771665219907407
"V2216",0.64623119212963
"V2217",0.559389467592593
"V2218",0.529622395833333
"V2219",0.671079282407407
"V2220",0.761320891203704
"V2221",0.748517071759259
"V2222",0.746997974537037
"V2223",0.557472511574074
"V2224",0.75462962962963
"V2225",0.741970486111111
"V2226",0.696795428240741
"V2227",0.659143518518518
"V2228",0.650571469907407
"V2229",0.597330729166667
"V2230",0.611111111111111
"V2231",0.591941550925926
"V2232",0.591941550925926
"V2233",0.549696180555556
"V2234",0.521339699074074
"V2235",0.504376446759259
